kx,ky,kz,g0,g1,p0,p1,Real,Imaginary
0,0,0,0,0,0,0,1.0,0.0
0,0,0,0,0,0,0.1,0.9,-0.0
0,0,0,0,0,0.1,0,0.9,0.0
0,0,0,0,0,0.1,0.1,0.81,-0.0
0,0,0,0,2500000.0,0,0,0.879741,-0.0001804
0,0,0,0,2500000.0,0,0.1,0.7917669,-0.0001624
0,0,0,0,2500000.0,0.1,0,0.7917669,-0.0001624
0,0,0,0,2500000.0,0.1,0.1,0.7125902,-0.0001461
0,0,0,2500000.0,0,0,0,0.8797856,-0.0001759
0,0,0,2500000.0,0,0,0.1,0.791807,-0.0001584
0,0,0,2500000.0,0,0.1,0,0.791807,-0.0001584
0,0,0,2500000.0,0,0.1,0.1,0.7126263,-0.0001425
0,0,0,2500000.0,2500000.0,0,0,0.7740315,-0.0003112
0,0,0,2500000.0,2500000.0,0,0.1,0.6966284,-0.0002801
0,0,0,2500000.0,2500000.0,0.1,0,0.6966284,-0.0002801
0,0,0,2500000.0,2500000.0,0.1,0.1,0.6269655,-0.0002521
0,0,1,0,0,0,0,0.1741656,-0.0714915
0,0,1,0,0,0,0.1,0.1523713,-0.0884321
0,0,1,0,0,0.1,0,0.1521884,-0.0882008
0,0,1,0,0,0.1,0.1,0.1331784,-0.0960463
0,0,1,0,2500000.0,0,0,0.1474778,-0.0950554
0,0,1,0,2500000.0,0,0.1,0.1288016,-0.1024159
0,0,1,0,2500000.0,0.1,0,0.1289283,-0.098846
0,0,1,0,2500000.0,0.1,0.1,0.1124675,-0.1022065
0,0,1,2500000.0,0,0,0,0.1471787,-0.0946195
0,0,1,2500000.0,0,0,0.1,0.1287861,-0.0986433
0,0,1,2500000.0,0,0.1,0,0.1284409,-0.1019716
0,0,1,2500000.0,0,0.1,0.1,0.1122492,-0.1019482
0,0,1,2500000.0,2500000.0,0,0,0.1251219,-0.0963189
0,0,1,2500000.0,2500000.0,0,0.1,0.109172,-0.0984104
0,0,1,2500000.0,2500000.0,0.1,0,0.1090919,-0.098321
0,0,1,2500000.0,2500000.0,0.1,0.1,0.0950415,-0.0977804
0,0,2,0,0,0,0,0.7780542,0.0002461
0,0,2,0,0,0,0.1,0.6958698,0.0002237
0,0,2,0,0,0.1,0,0.6958694,0.0002281
0,0,2,0,0,0.1,0.1,0.6223226,0.0002073
0,0,2,0,2500000.0,0,0,0.6785707,7.72e-05
0,0,2,0,2500000.0,0,0.1,0.6063102,7.05e-05
0,0,2,0,2500000.0,0.1,0,0.6071412,7.5e-05
0,0,2,0,2500000.0,0.1,0.1,0.5424461,6.86e-05
0,0,2,2500000.0,0,0,0,0.6785513,0.0001051
0,0,2,2500000.0,0,0,0.1,0.6071247,9.76e-05
0,0,2,2500000.0,0,0.1,0,0.6062886,9.97e-05
0,0,2,2500000.0,0,0.1,0.1,0.5424276,9.25e-05
0,0,2,2500000.0,2500000.0,0,0,0.5934461,-3.04e-05
0,0,2,2500000.0,2500000.0,0,0.1,0.5305255,-2.53e-05
0,0,2,2500000.0,2500000.0,0.1,0,0.5305215,-2.31e-05
0,0,2,2500000.0,2500000.0,0.1,0.1,0.4742342,-1.89e-05
0,0,3,0,0,0,0,0.8984829,0.0001339
0,0,3,0,0,0,0.1,0.8067005,0.0001227
0,0,3,0,0,0.1,0,0.8066994,0.0001241
0,0,3,0,0,0.1,0.1,0.7242859,0.0001136
0,0,3,0,2500000.0,0,0,0.7878171,-4.59e-05
0,0,3,0,2500000.0,0,0.1,0.7070997,-4.02e-05
0,0,3,0,2500000.0,0.1,0,0.7074613,-3.86e-05
0,0,3,0,2500000.0,0.1,0.1,0.6349704,-3.37e-05
0,0,3,2500000.0,0,0,0,0.7878282,-2.88e-05
0,0,3,2500000.0,0,0,0.1,0.7074722,-2.38e-05
0,0,3,2500000.0,0,0.1,0,0.7071071,-2.36e-05
0,0,3,2500000.0,0,0.1,0.1,0.6349779,-1.93e-05
0,0,3,2500000.0,2500000.0,0,0,0.6915556,-0.0001683
0,0,3,2500000.0,2500000.0,0,0.1,0.6208293,-0.0001503
0,0,3,2500000.0,2500000.0,0.1,0,0.6208272,-0.0001499
0,0,3,2500000.0,2500000.0,0.1,0.1,0.5573285,-0.0001338
0,0,4,0,0,0,0,0.9423074,8.15e-05
0,0,4,0,0,0,0.1,0.846988,7.49e-05
0,0,4,0,0,0.1,0,0.8469873,7.55e-05
0,0,4,0,0,0.1,0.1,0.761308,6.94e-05
0,0,4,0,2500000.0,0,0,0.827509,-9.98e-05
0,0,4,0,2500000.0,0,0.1,0.7436695,-8.92e-05
0,0,4,0,2500000.0,0.1,0,0.7438726,-8.83e-05
0,0,4,0,2500000.0,0.1,0.1,0.6685049,-7.89e-05
0,0,4,2500000.0,0,0,0,0.8275339,-8.72e-05
0,0,4,2500000.0,0,0,0.1,0.7438955,-7.71e-05
0,0,4,2500000.0,0,0.1,0,0.7436906,-7.73e-05
0,0,4,2500000.0,0,0.1,0.1,0.6685242,-6.84e-05
0,0,4,2500000.0,2500000.0,0,0,0.7271692,-0.0002261
0,0,4,2500000.0,2500000.0,0,0.1,0.653569,-0.0002029
0,0,4,2500000.0,2500000.0,0.1,0,0.653568,-0.0002029
0,0,4,2500000.0,2500000.0,0.1,0.1,0.5874155,-0.0001821
0,1,0,0,0,0,0,0.1838946,-0.0740605
0,1,0,0,0,0,0.1,0.1620685,-0.0906625
0,1,0,0,0,0.1,0,0.1612522,-0.0896551
0,1,0,0,0,0.1,0.1,0.1419952,-0.0974585
0,1,0,0,2500000.0,0,0,0.1576278,-0.0784601
0,1,0,0,2500000.0,0,0.1,0.1389835,-0.0896003
0,1,0,0,2500000.0,0.1,0,0.1381979,-0.0887703
0,1,0,0,2500000.0,0.1,0.1,0.1216585,-0.0937279
0,1,0,2500000.0,0,0,0,0.1573778,-0.0768935
0,1,0,2500000.0,0,0,0.1,0.1387229,-0.0884724
0,1,0,2500000.0,0,0.1,0,0.1380331,-0.0876147
0,1,0,2500000.0,0,0.1,0.1,0.1214738,-0.092826
0,1,0,2500000.0,2500000.0,0,0,0.1347967,-0.0777631
0,1,0,2500000.0,2500000.0,0,0.1,0.1188377,-0.0857128
0,1,0,2500000.0,2500000.0,0.1,0,0.11816,-0.0849965
0,1,0,2500000.0,2500000.0,0.1,0.1,0.1039477,-0.0882163
0,1,1,0,0,0,0,0.1495901,-0.0027912
0,1,1,0,0,0,0.1,0.1241317,-0.0025205
0,1,1,0,0,0.1,0,0.1246386,-0.0023795
0,1,1,0,0,0.1,0.1,0.1037367,-0.0020696
0,1,1,0,2500000.0,0,0,0.1268521,-0.0022915
0,1,1,0,2500000.0,0,0.1,0.1049347,-0.0019938
0,1,1,0,2500000.0,0.1,0,0.1065841,-0.0019155
0,1,1,0,2500000.0,0.1,0.1,0.0885448,-0.0016038
0,1,1,2500000.0,0,0,0,0.1271148,-0.0025005
0,1,1,2500000.0,0,0,0.1,0.1064033,-0.002226
0,1,1,2500000.0,0,0.1,0,0.1056431,-0.0021551
0,1,1,2500000.0,0,0.1,0.1,0.0887983,-0.0018629
0,1,1,2500000.0,2500000.0,0,0,0.1115045,-0.0020763
0,1,1,2500000.0,2500000.0,0,0.1,0.0931751,-0.0018075
0,1,1,2500000.0,2500000.0,0.1,0,0.0935477,-0.0017734
0,1,1,2500000.0,2500000.0,0.1,0.1,0.0785181,-0.0015013
0,1,2,0,0,0,0,0.1469973,-0.0462699
0,1,2,0,0,0,0.1,0.1219202,-0.0706092
0,1,2,0,0,0.1,0,0.1211247,-0.0693192
0,1,2,0,0,0.1,0.1,0.1034766,-0.0814646
0,1,2,0,2500000.0,0,0,0.1189692,-0.0539895
0,1,2,0,2500000.0,0,0.1,0.0999972,-0.0721664
0,1,2,0,2500000.0,0.1,0,0.0997204,-0.0701686
0,1,2,0,2500000.0,0.1,0.1,0.0852845,-0.0794295
0,1,2,2500000.0,0,0,0,0.1195495,-0.0524664
0,1,2,2500000.0,0,0,0.1,0.100599,-0.0701124
0,1,2,2500000.0,0,0.1,0,0.0993699,-0.0700047
0,1,2,2500000.0,0,0.1,0.1,0.0852735,-0.0785932
0,1,2,2500000.0,2500000.0,0,0,0.0976772,-0.0522848
0,1,2,2500000.0,2500000.0,0,0.1,0.0824323,-0.0673851
0,1,2,2500000.0,2500000.0,0.1,0,0.0816901,-0.0664446
0,1,2,2500000.0,2500000.0,0.1,0.1,0.0701266,-0.0737809
0,1,3,0,0,0,0,0.1694994,-0.0647891
0,1,3,0,0,0,0.1,0.1465225,-0.0828049
0,1,3,0,0,0.1,0,0.1458618,-0.0817408
0,1,3,0,0,0.1,0.1,0.1268517,-0.0904816
0,1,3,0,2500000.0,0,0,0.1428459,-0.0698147
0,1,3,0,2500000.0,0,0.1,0.1238221,-0.0823522
0,1,3,0,2500000.0,0.1,0,0.123415,-0.0811234
0,1,3,0,2500000.0,0.1,0.1,0.1072502,-0.0871434
0,1,3,2500000.0,0,0,0,0.1429508,-0.068214
0,1,3,2500000.0,0,0,0.1,0.1239906,-0.0808422
0,1,3,2500000.0,0,0.1,0,0.1232316,-0.0802836
0,1,3,2500000.0,0,0.1,0.1,0.1072015,-0.0862115
0,1,3,2500000.0,2500000.0,0,0,0.1208137,-0.0683074
0,1,3,2500000.0,2500000.0,0,0.1,0.1048231,-0.0777314
0,1,3,2500000.0,2500000.0,0.1,0,0.1042927,-0.0769461
0,1,3,2500000.0,2500000.0,0.1,0.1,0.0906064,-0.0812356
0,1,4,0,0,0,0,0.1771698,-0.0682726
0,1,4,0,0,0,0.1,0.1542527,-0.0856118
0,1,4,0,0,0.1,0,0.1535762,-0.0845578
0,1,4,0,0,0.1,0.1,0.1341835,-0.0928839
0,1,4,0,2500000.0,0,0,0.1503665,-0.0730298
0,1,4,0,2500000.0,0,0.1,0.131177,-0.0848893
0,1,4,0,2500000.0,0.1,0,0.1306652,-0.0838406
0,1,4,0,2500000.0,0.1,0.1,0.1141076,-0.0893823
0,1,4,2500000.0,0,0,0,0.1503493,-0.0713535
0,1,4,2500000.0,0,0,0.1,0.1311883,-0.0834991
0,1,4,2500000.0,0,0.1,0,0.1305031,-0.0827751
0,1,4,2500000.0,0,0.1,0.1,0.1140159,-0.0884085
0,1,4,2500000.0,2500000.0,0,0,0.1278058,-0.0718125
0,1,4,2500000.0,2500000.0,0,0.1,0.1115593,-0.0805469
0,1,4,2500000.0,2500000.0,0.1,0,0.1110164,-0.0797769
0,1,4,2500000.0,2500000.0,0.1,0.1,0.0969022,-0.0836043
0,2,0,0,0,0,0,0.7830527,0.0009264
0,2,0,0,0,0,0.1,0.7005231,0.0008513
0,2,0,0,0,0.1,0,0.70055,0.0008539
0,2,0,0,0,0.1,0.1,0.6266774,0.0007846
0,2,0,0,2500000.0,0,0,0.6857236,0.0006729
0,2,0,0,2500000.0,0,0.1,0.613288,0.0006223
0,2,0,0,2500000.0,0.1,0,0.6133121,0.0006238
0,2,0,0,2500000.0,0.1,0.1,0.5484884,0.0005768
0,2,0,2500000.0,0,0,0,0.6858879,0.0007645
0,2,0,2500000.0,0,0,0.1,0.6134335,0.0007066
0,2,0,2500000.0,0,0.1,0,0.6134713,0.0007126
0,2,0,2500000.0,0,0.1,0.1,0.5486298,0.0006583
0,2,0,2500000.0,2500000.0,0,0,0.6006066,0.0005502
0,2,0,2500000.0,2500000.0,0,0.1,0.5370084,0.0005126
0,2,0,2500000.0,2500000.0,0.1,0,0.5370425,0.0005175
0,2,0,2500000.0,2500000.0,0.1,0.1,0.4801392,0.0004817
0,2,1,0,0,0,0,0.1516281,-0.0105083
0,2,1,0,0,0,0.1,0.0974556,-0.0102893
0,2,1,0,0,0.1,0,0.0984863,-0.0100779
0,2,1,0,0,0.1,0.1,0.0807258,-0.0851314
0,2,1,0,2500000.0,0,0,0.0876241,-0.0082781
0,2,1,0,2500000.0,0,0.1,0.0795691,-0.088167
0,2,1,0,2500000.0,0.1,0,0.0780811,-0.084595
0,2,1,0,2500000.0,0.1,0.1,0.06999,-0.0917175
0,2,1,2500000.0,0,0,0,0.0900851,-0.0084913
0,2,1,2500000.0,0,0,0.1,0.0779654,-0.0846659
0,2,1,2500000.0,0,0.1,0,0.0789284,-0.0883386
0,2,1,2500000.0,0,0.1,0.1,0.0697489,-0.0917654
0,2,1,2500000.0,2500000.0,0,0,0.0730913,-0.0788174
0,2,1,2500000.0,2500000.0,0,0.1,0.0662239,-0.0857589
0,2,1,2500000.0,2500000.0,0.1,0,0.0660536,-0.0858072
0,2,1,2500000.0,2500000.0,0.1,0.1,0.0580815,-0.0880313
0,2,2,0,0,0,0,0.6044411,-6.7e-06
0,2,2,0,0,0,0.1,0.5357733,-2.44e-05
0,2,2,0,0,0.1,0,0.5357866,-2.61e-05
0,2,2,0,0,0.1,0.1,0.4747195,-4.09e-05
0,2,2,0,2500000.0,0,0,0.5235424,-0.0001002
0,2,2,0,2500000.0,0,0.1,0.4631777,-0.0001055
0,2,2,0,2500000.0,0.1,0,0.4640871,-0.0001077
0,2,2,0,2500000.0,0.1,0.1,0.410381,-0.0001116
0,2,2,2500000.0,0,0,0,0.523614,-4.92e-05
0,2,2,2500000.0,0,0,0.1,0.464139,-5.56e-05
0,2,2,2500000.0,0,0.1,0,0.463259,-6.27e-05
0,2,2,2500000.0,0,0.1,0.1,0.410443,-6.74e-05
0,2,2,2500000.0,2500000.0,0,0,0.4551771,-0.0001233
0,2,2,2500000.0,2500000.0,0,0.1,0.4027809,-0.0001196
0,2,2,2500000.0,2500000.0,0.1,0,0.4027966,-0.0001267
0,2,2,2500000.0,2500000.0,0.1,0.1,0.3562405,-0.0001226
0,2,3,0,0,0,0,0.7008856,0.0003643
0,2,3,0,0,0,0.1,0.624821,0.0003299
0,2,3,0,0,0.1,0,0.6248443,0.0003275
0,2,3,0,0,0.1,0.1,0.5569464,0.0002966
0,2,3,0,2500000.0,0,0,0.6112172,0.00021
0,2,3,0,2500000.0,0,0.1,0.5444319,0.0001926
0,2,3,0,2500000.0,0.1,0,0.5448413,0.0001888
0,2,3,0,2500000.0,0.1,0.1,0.4852253,0.0001733
0,2,3,2500000.0,0,0,0,0.6113468,0.0002777
0,2,3,2500000.0,0,0,0.1,0.5449364,0.0002558
0,2,3,2500000.0,0,0.1,0,0.5445785,0.0002526
0,2,3,2500000.0,0,0.1,0.1,0.4853379,0.0002327
0,2,3,2500000.0,2500000.0,0,0,0.533853,0.0001495
0,2,3,2500000.0,2500000.0,0,0.1,0.4754873,0.0001415
0,2,3,2500000.0,2500000.0,0.1,0,0.4755149,0.0001372
0,2,3,2500000.0,2500000.0,0.1,0.1,0.4234475,0.0001299
0,2,4,0,0,0,0,0.7361526,0.0005151
0,2,4,0,0,0,0.1,0.6573257,0.0004709
0,2,4,0,0,0.1,0,0.6573523,0.0004692
0,2,4,0,0,0.1,0.1,0.5869018,0.000429
0,2,4,0,2500000.0,0,0,0.643211,0.0003334
0,2,4,0,2500000.0,0,0.1,0.5740145,0.0003082
0,2,4,0,2500000.0,0.1,0,0.5742566,0.0003053
0,2,4,0,2500000.0,0.1,0.1,0.5124187,0.0002823
0,2,4,2500000.0,0,0,0,0.643361,0.0004086
0,2,4,2500000.0,0,0,0.1,0.5743667,0.0003778
0,2,4,2500000.0,0,0.1,0,0.5741838,0.0003767
0,2,4,2500000.0,0,0.1,0.1,0.5125487,0.0003484
0,2,4,2500000.0,2500000.0,0,0,0.5625291,0.0002567
0,2,4,2500000.0,2500000.0,0,0.1,0.5019291,0.0002416
0,2,4,2500000.0,2500000.0,0.1,0,0.5019608,0.0002394
0,2,4,2500000.0,2500000.0,0.1,0.1,0.4478286,0.0002251
0,3,0,0,0,0,0,0.900888,0.0004477
0,3,0,0,0,0,0.1,0.8089413,0.0004116
0,3,0,0,0,0.1,0,0.808947,0.0004117
0,3,0,0,0,0.1,0.1,0.7263778,0.0003783
0,3,0,0,2500000.0,0,0,0.791122,0.0002276
0,3,0,0,2500000.0,0,0.1,0.7103156,0.0002129
0,3,0,0,2500000.0,0.1,0,0.7103202,0.0002126
0,3,0,0,2500000.0,0.1,0.1,0.6377612,0.0001986
0,3,0,2500000.0,0,0,0,0.7912152,0.0002714
0,3,0,2500000.0,0,0,0.1,0.7103982,0.0002528
0,3,0,2500000.0,0,0.1,0,0.7104086,0.0002546
0,3,0,2500000.0,0,0.1,0.1,0.6378396,0.0002369
0,3,0,2500000.0,2500000.0,0,0,0.6948293,9.48e-05
0,3,0,2500000.0,2500000.0,0,0.1,0.6237995,9.32e-05
0,3,0,2500000.0,2500000.0,0.1,0,0.6238084,9.46e-05
0,3,0,2500000.0,2500000.0,0.1,0.1,0.5600333,9.23e-05
0,3,1,0,0,0,0,0.1464607,-0.0525906
0,3,1,0,0,0,0.1,0.1277258,-0.0790981
0,3,1,0,0,0.1,0,0.1273543,-0.0789149
0,3,1,0,0,0.1,0.1,0.1114231,-0.0898703
0,3,1,0,2500000.0,0,0,0.1241519,-0.084755
0,3,1,0,2500000.0,0,0.1,0.1082583,-0.0951515
0,3,1,0,2500000.0,0.1,0,0.1080576,-0.0914629
0,3,1,0,2500000.0,0.1,0.1,0.0940048,-0.0965672
0,3,1,2500000.0,0,0,0,0.1236448,-0.0844266
0,3,1,2500000.0,0,0,0.1,0.1078923,-0.0913408
0,3,1,2500000.0,0,0.1,0,0.1077239,-0.0948995
0,3,1,2500000.0,0,0.1,0.1,0.093737,-0.0964381
0,3,1,2500000.0,2500000.0,0,0,0.1046091,-0.0874966
0,3,1,2500000.0,2500000.0,0,0.1,0.0909746,-0.0917519
0,3,1,2500000.0,2500000.0,0.1,0,0.0908411,-0.0917127
0,3,1,2500000.0,2500000.0,0.1,0.1,0.0787733,-0.0925249
0,3,2,0,0,0,0,0.6980545,0.0001684
0,3,2,0,0,0,0.1,0.6221759,0.0001482
0,3,2,0,0,0.1,0,0.6221755,0.0001496
0,3,2,0,0,0.1,0.1,0.554454,0.0001315
0,3,2,0,2500000.0,0,0,0.6071384,2.75e-05
0,3,2,0,2500000.0,0,0.1,0.5404408,2.18e-05
0,3,2,0,2500000.0,0.1,0,0.5412997,2.31e-05
0,3,2,0,2500000.0,0.1,0.1,0.4817472,1.81e-05
0,3,2,2500000.0,0,0,0,0.6071552,6.44e-05
0,3,2,2500000.0,0,0,0.1,0.5413154,5.74e-05
0,3,2,2500000.0,0,0.1,0,0.5404547,5.57e-05
0,3,2,2500000.0,0,0.1,0.1,0.4817602,4.96e-05
0,3,2,2500000.0,2500000.0,0,0,0.5297286,-4.9e-05
0,3,2,2500000.0,2500000.0,0,0.1,0.4717387,-4.44e-05
0,3,2,2500000.0,2500000.0,0.1,0,0.4717376,-4.6e-05
0,3,2,2500000.0,2500000.0,0.1,0.1,0.4200131,-4.16e-05
0,3,3,0,0,0,0,0.8076956,0.0002653
0,3,3,0,0,0,0.1,0.7232021,0.0002426
0,3,3,0,0,0.1,0,0.7232057,0.0002416
0,3,3,0,0,0.1,0.1,0.6475231,0.000221
0,3,3,0,2500000.0,0,0,0.7066838,9.08e-05
0,3,3,0,2500000.0,0,0.1,0.6324345,8.52e-05
0,3,3,0,2500000.0,0.1,0,0.6328124,8.41e-05
0,3,3,0,2500000.0,0.1,0.1,0.5662982,7.89e-05
0,3,3,2500000.0,0,0,0,0.7067426,0.0001293
0,3,3,2500000.0,0,0,0.1,0.6328617,0.0001212
0,3,3,2500000.0,0,0.1,0,0.6324926,0.0001195
0,3,3,2500000.0,0,0.1,0.1,0.5663473,0.000112
0,3,3,2500000.0,2500000.0,0,0,0.619103,-1.04e-05
0,3,3,2500000.0,2500000.0,0,0.1,0.5541225,-4.9e-06
0,3,3,2500000.0,2500000.0,0.1,0,0.5541277,-6.7e-06
0,3,3,2500000.0,2500000.0,0.1,0.1,0.4959422,-1.9e-06
0,3,4,0,0,0,0,0.8477223,0.0003028
0,3,4,0,0,0,0.1,0.7600356,0.000278
0,3,4,0,0,0.1,0,0.7600409,0.0002768
0,3,4,0,0,0.1,0.1,0.681408,0.000254
0,3,4,0,2500000.0,0,0,0.7429607,0.0001151
0,3,4,0,2500000.0,0,0.1,0.6659039,0.0001085
0,3,4,0,2500000.0,0.1,0,0.6661195,0.0001071
0,3,4,0,2500000.0,0.1,0.1,0.5970173,0.0001009
0,3,4,2500000.0,0,0,0,0.7430361,0.0001547
0,3,4,2500000.0,0,0,0.1,0.6661821,0.0001452
0,3,4,2500000.0,0,0.1,0,0.6659796,0.0001441
0,3,4,2500000.0,0,0.1,0.1,0.5970807,0.0001351
0,3,4,2500000.0,2500000.0,0,0,0.6516408,4.7e-06
0,3,4,2500000.0,2500000.0,0,0.1,0.5840691,9.7e-06
0,3,4,2500000.0,2500000.0,0.1,0,0.5840766,8.3e-06
0,3,4,2500000.0,2500000.0,0.1,0.1,0.5234967,1.25e-05
0,4,0,0,0,0,0,0.9436965,0.0002575
0,4,0,0,0,0,0.1,0.8482826,0.0002366
0,4,0,0,0,0.1,0,0.8482847,0.0002366
0,4,0,0,0,0.1,0.1,0.7625158,0.0002174
0,4,0,0,2500000.0,0,0,0.8293986,5.28e-05
0,4,0,0,2500000.0,0,0.1,0.7455074,5.21e-05
0,4,0,0,2500000.0,0.1,0,0.7455088,5.18e-05
0,4,0,0,2500000.0,0.1,0.1,0.6701011,5.07e-05
0,4,0,2500000.0,0,0,0,0.8294696,7.96e-05
0,4,0,2500000.0,0,0,0.1,0.7455705,7.64e-05
0,4,0,2500000.0,0,0.1,0,0.7455751,7.74e-05
0,4,0,2500000.0,0,0.1,0.1,0.67016,7.4e-05
0,4,0,2500000.0,2500000.0,0,0,0.7290375,-8.05e-05
0,4,0,2500000.0,2500000.0,0,0.1,0.6552658,-6.81e-05
0,4,0,2500000.0,2500000.0,0.1,0,0.6552697,-6.74e-05
0,4,0,2500000.0,2500000.0,0.1,0.1,0.588961,-5.67e-05
0,4,1,0,0,0,0,0.1592584,-0.0615424
0,4,1,0,0,0,0.1,0.1388172,-0.0827422
0,4,1,0,0,0.1,0,0.1385232,-0.0825283
0,4,1,0,0,0.1,0.1,0.1209981,-0.0920384
0,4,1,0,2500000.0,0,0,0.1345998,-0.0888835
0,4,1,0,2500000.0,0,0.1,0.1172765,-0.0978634
0,4,1,0,2500000.0,0.1,0,0.1172573,-0.0942263
0,4,1,0,2500000.0,0.1,0.1,0.1020185,-0.0985755
0,4,1,2500000.0,0,0,0,0.1341845,-0.0885025
0,4,1,2500000.0,0,0,0.1,0.1171027,-0.0940693
0,4,1,2500000.0,0,0.1,0,0.1167976,-0.0975206
0,4,1,2500000.0,0,0.1,0.1,0.1017609,-0.0983901
0,4,1,2500000.0,2500000.0,0,0,0.1137335,-0.0909538
0,4,1,2500000.0,2500000.0,0,0.1,0.0989424,-0.0942325
0,4,1,2500000.0,2500000.0,0.1,0,0.0988231,-0.0941688
0,4,1,2500000.0,2500000.0,0.1,0.1,0.0858036,-0.0944092
0,4,2,0,0,0,0,0.732306,0.0002053
0,4,2,0,0,0,0.1,0.6537351,0.0001841
0,4,2,0,0,0.1,0,0.6537339,0.000187
0,4,2,0,0,0.1,0.1,0.5835262,0.0001678
0,4,2,0,2500000.0,0,0,0.6377156,5.08e-05
0,4,2,0,2500000.0,0,0.1,0.5686447,4.49e-05
0,4,2,0,2500000.0,0.1,0,0.569492,4.78e-05
0,4,2,0,2500000.0,0.1,0.1,0.5077463,4.22e-05
0,4,2,2500000.0,0,0,0,0.6377159,8.31e-05
0,4,2,2500000.0,0,0,0.1,0.5694938,7.6e-05
0,4,2,2500000.0,0,0.1,0,0.5686416,7.62e-05
0,4,2,2500000.0,0,0.1,0.1,0.5077449,6.97e-05
0,4,2,2500000.0,2500000.0,0,0,0.5569983,-4.11e-05
0,4,2,2500000.0,2500000.0,0,0.1,0.4969072,-3.61e-05
0,4,2,2500000.0,2500000.0,0.1,0,0.4969041,-3.58e-05
0,4,2,2500000.0,2500000.0,0.1,0.1,0.443236,-3.14e-05
0,4,3,0,0,0,0,0.8466651,0.000208
0,4,3,0,0,0,0.1,0.7590495,0.0001904
0,4,3,0,0,0.1,0,0.75905,0.0001905
0,4,3,0,0,0.1,0.1,0.6804847,0.0001743
0,4,3,0,2500000.0,0,0,0.7415046,3e-05
0,4,3,0,2500000.0,0,0.1,0.6644858,2.94e-05
0,4,3,0,2500000.0,0.1,0,0.6648568,2.96e-05
0,4,3,0,2500000.0,0.1,0.1,0.5957838,2.88e-05
0,4,3,2500000.0,0,0,0,0.7415416,5.85e-05
0,4,3,2500000.0,0,0,0.1,0.6648895,5.63e-05
0,4,3,2500000.0,0,0.1,0,0.6645199,5.54e-05
0,4,3,2500000.0,0,0.1,0.1,0.5958138,5.32e-05
0,4,3,2500000.0,2500000.0,0,0,0.6501937,-8.21e-05
0,4,3,2500000.0,2500000.0,0,0.1,0.582755,-7.09e-05
0,4,3,2500000.0,2500000.0,0.1,0,0.582756,-7.17e-05
0,4,3,2500000.0,2500000.0,0.1,0.1,0.5222975,-6.19e-05
0,4,4,0,0,0,0,0.8883823,0.0002062
0,4,4,0,0,0,0.1,0.7974216,0.0001893
0,4,4,0,0,0.1,0,0.7974233,0.0001888
0,4,4,0,0,0.1,0.1,0.7157679,0.0001733
0,4,4,0,2500000.0,0,0,0.7793024,2e-05
0,4,4,0,2500000.0,0,0.1,0.6993372,2.1e-05
0,4,4,0,2500000.0,0.1,0,0.6995473,2.06e-05
0,4,4,0,2500000.0,0.1,0.1,0.6277583,2.12e-05
0,4,4,2500000.0,0,0,0,0.7793547,4.73e-05
0,4,4,2500000.0,0,0,0.1,0.6995926,4.64e-05
0,4,4,2500000.0,0,0.1,0,0.6993869,4.57e-05
0,4,4,2500000.0,0,0.1,0.1,0.6278015,4.46e-05
0,4,4,2500000.0,2500000.0,0,0,0.6841016,-9.88e-05
0,4,4,2500000.0,2500000.0,0,0.1,0.6139466,-8.58e-05
0,4,4,2500000.0,2500000.0,0.1,0,0.6139493,-8.65e-05
0,4,4,2500000.0,2500000.0,0.1,0.1,0.5509814,-7.5e-05
1,0,0,0,0,0,0,0.1904435,-0.0909439
